,lender_name,lender_id,advertiser_name,advertiser_id,match_index,score
2255,,,LENDING GROUP LLC,672.0,5510.0,
2256,,,Guaranteed Rate Mortgage,536.0,5575.0,
2257,,,MORTGAGE WORLD,730.0,5581.0,
2258,,,UBS Ag,1126.0,5766.0,
2259,,,First Mid-IL Bank & Trust,447.0,5807.0,
2260,,,Bank Of MO,144.0,5840.0,
2261,,,Bank Of NH,147.0,5917.0,
2262,,,1ST RATE MORTGAGE CORP,4.0,6561.0,
2263,,,RELIABLE MORTGAGE CORP,946.0,6734.0,
2264,,,New Residential Investment Corp,826.0,8293.0,
2265,,,VanDyk Mortgage,1170.0,8294.0,
2266,,,MORTGAGE SOLUTIONS,727.0,9758.0,
2267,,,Genworth Financial Inc,514.0,9832.0,
2268,,,iFreedom Direct Corp,1226.0,9905.0,
2269,,,Bank Of Tokyo-Mitsubishi Ltd,151.0,10646.0,
2270,,,Atlantic Capital Bancshares Inc,107.0,11003.0,
2271,,,Churchill Mortgage Corp,260.0,11392.0,
2272,,,SUPREME LENDING,1004.0,11407.0,
2273,,,Discover Financial Services,344.0,11635.0,
2274,,,Banc Of CA Inc,131.0,12330.0,
2275,,,HiFX Foreign Exchange,584.0,12380.0,
2276,,,eMars Inc,1225.0,12580.0,
2277,,,Social Finance Inc,1032.0,14551.0,
2278,,,Better Mortgage Inc,174.0,15192.0,
