,original_name,match_name,score,match_index
8033,la capitol federal credit union,la capitol federal credit unio,98.35282896503071,10264
8034,asi federal credit union,asi federal credit union,100.0,5849
8035,pinnacle federal credit union,pinnacle federal credit union,100.0,10266
8036,heritage federal credit union,heritage federal credit union,100.0,8478
8037,lanco federal credit union,lanco federal credit union,100.0,3977
8038,peoples federal credit union,peoples bank,47.29448581273135,14671
8039,ria federal credit union,ria federal credit union,100.0,11975
8040,visions federal credit union,visions federal credit union,100.0,11135
8041,usalliance federal credit union,usalliance federal credit unio,98.39161962996947,2886
8042,suffolk federal credit union,suffolk federal credit union,100.0,10275
8043,coastal federal credit union,coastal federal credit union,100.0,7578
8044,rtp federal credit union,rtp federal credit union,100.0,6756
8045,pittsford federal credit union,pittsford federal credit union,100.0,6757
8046,cross valley federal credit union,cross valley federal credit union,100.0,13247
8047,ut federal credit union,ut federal credit union,100.0,679
8048,americhoice federal credit union,americhoice fcu,61.6662146339522,680
8049,franklin mint federal credit union,franklin mint federal cu,82.50078219682072,681
8050,xceed financial federal credit union,xceed financial federal credit,91.32508669784278,4969
8051,beach municipal fed credit union,municipal credit union,76.03489209750613,10319
8052,johns hopkins federal credit union,johns hopkins federal credit u,93.02468876657284,2896
8053,cpm federal credit union,cpm federal credit union,100.0,6764
8054,midflorida credit union,midflorida credit union,100.0,14394
8055,michigan state university federal credit union,michigan state university federal credit union,100.0,13393
8056,digital federal credit union,digital federal credit union,100.0,5871
8057,notre dame federal credit union,notre dame federal credit unio,98.41309686078363,8498
8058,founders federal credit union,founders federal credit union,100.0,6768
8059,university of ky federal credit union,university credit union,73.45859490784053,7683
8060,advantage federal credit union,advantage bank,53.59834874361731,2505
8061,telcoe federal credit union,telcoe federal credit union,100.0,12806
8062,somerset federal credit union,somerset federal credit union,100.0,692
8063,northcountry federal credit union,northcountry federal credit un,95.26866394214387,11154
8064,wings financial credit union,wings financial credit union,100.0,7808
8065,hiway federal credit union,hiway federal credit union,100.0,5880
8066,san antonio federal credit union,san antonio federal credit uni,96.87306176738505,8506
8067,truservice community federal credit union,truservice community fcu,71.96390158707673,2909
8068,denver community credit union,denver community credit union,100.0,12200
8069,allegacy federal credit union,allegacy federal credit union,100.0,4988
8070,tinker federal credit union,tinker federal credit union,100.0,4007
8071,webster first federal credit union,webster first federal credit u,93.5784882025168,6779
8072,esl federal credit union,esl federal credit union,100.0,12814
8073,texar federal credit union,texar federal credit union,100.0,4992
8074,cyprus credit union,cyprus credit union,100.0,13598
8075,mountain america credit union,mountain america credit union,100.0,8514
8076,goldenwest credit union,goldenwest credit union,100.0,14235
8077,america first credit union,america first credit union,100.0,1817
8078,gulf winds federal credit union,gulf winds federal credit unio,98.33206389696039,8517
8079,deseret first credit union,deseret first credit union,100.0,4017
8080,granite credit union,granite credit union,100.0,10308
8081,horizon credit union,horizon bank,54.69406389867606,3640
8082,members credit union,members credit union,100.0,5898
8083,washington state employees credit union,washington state employees credit union,100.0,13322
8084,gecu of el paso,gecu of el paso,100.0,11176
8085,tcu teachers credit union,teachers credit union,86.89671768484656,9425
8086,credit union of america,credit union of america,100.0,12833
8087,anoka hennepin credit union,anoka hennepin credit union,100.0,5006
8088,municipal credit union,municipal credit union,100.0,7622
8089,charlotte metro credit union,charlotte metro credit union,100.0,1828
8090,great lakes credit union,great lakes credit union,100.0,5009
8091,state employees credit union,state employees credit union,100.0,5121
8092,freedom credit union,freedom credit union,100.0,14380
8093,northwest community credit union,northwest community cu,80.23691875358394,7661
8094,ih ms valley credit union,valley bank,38.28418971789122,3488
8095,weokie credit union foundation,weokie credit union,79.54051500681086,2938
8096,st louis community credit union,st louis community credit uni,96.65189436900438,7628
8097,financial center credit union,financial center credit union,100.0,4034
8098,associated credit union,associated credit union,100.0,6806
8099,landmark credit union,landmark bank,54.845964625359144,12515
8100,community trust credit union,community trust credit union,100.0,7632
8101,tulsa teachers credit union,tulsa teachers credit union,100.0,6809
8102,tulsa federal employees credit union,tulsa federal employees credit,90.96952036054303,5021
8103,family security credit union,family security credit union,100.0,5918
8104,associated credit union of tx,associated credit union of tx,100.0,12845
8105,commonwealth credit union,commonwealth credit union,100.0,4042
8106,public service credit union,public service credit union,100.0,5984
8107,arrowhead credit union,arrowhead credit union,100.0,1845
8108,family credit union,the family credit union,85.22355408507397,12848
8109,california credit union,california credit union,100.0,5924
8110,scott credit union,scott credit union,100.0,14075
8111,new horizons credit union,new horizons credit union,100.0,7641
8112,use credit union,use credit union,100.0,12040
8113,capital credit union,capital bank,50.16452669000302,7361
8114,valley credit union,valley bank,50.823874961691615,2387
8115,members first credit union,members first credit union,100.0,745
8116,chaco credit union inc,chaco credit union inc,100.0,6822
8117,san diego metropolitan credit union,san diego metropolitan credit,90.65681243168795,5035
8118,san diego county credit union,san diego county credit union,100.0,9447
8119,seven seventeen credit union,seven seventeen credit union,100.0,12854
8120,deere harvester credit union,deere harvester credit union,100.0,751
8121,kalsee credit union,kalsee credit union,100.0,4060
8122,arizona state credit union,arizona state credit union,100.0,5936
8123,bayport credit union inc,bayport credit union,90.88599824775379,7653
8124,numark credit union,numark credit union,100.0,6831
8125,florida telco credit union,florida telco credit union,100.0,4065
8126,kemba financial credit union,kemba financial credit union,100.0,14601
8127,meadows credit union,meadows credit union,100.0,7658
8128,golden 1 credit union,the golden 1 credit union,86.83205178818014,6835
8129,kemba credit union inc,kemba credit union inc,100.0,764
8130,metro credit union,metro credit union,100.0,10350
8131,credit union one,credit union one,100.0,12065
8132,melrose credit union,melrose credit union,100.0,11211
8133,lake trust credit union,lake trust credit union,100.0,12057
8134,river valley credit union,river valley credit union,100.0,5055
8135,team one credit union,team one credit union,100.0,770
8136,consumers credit union,consumers credit union,100.0,6845
8137,oklahoma central credit union,oklahoma central credit union,100.0,13410
8138,firstmark credit union,firstmark credit union,100.0,7671
8139,lake mi credit union,lake city bank,49.249985096338804,9032
8140,boeing employees credit union,boeing employees credit union,100.0,10663
8141,onpoint community credit union,onpoint community credit union,100.0,4084
8142,affinity credit union,affinity credit union,100.0,14467
8143,telhio credit union inc,telhio credit union,90.80174830857942,12877
8144,arizona central credit union,arizona central credit union,100.0,10365
8145,financial plus credit union,financial plus credit union,100.0,8579
8146,collins credit union,collins community credit union,78.48629015201732,12880
8147,summit credit union,summit credit union,100.0,5133
8148,listerhill credit union,listerhill credit union,100.0,4092
8149,university credit union,university credit union,100.0,5071
8150,unitus community credit union,unitus community credit union,100.0,7685
8151,community credit union,community credit union,100.0,1970
8152,telco community credit union,telco community credit union,100.0,12887
8153,linn area credit union,linn area credit union,100.0,10374
8154,hawaii central credit union,hawaii central credit union,100.0,6865
8155,state center credit union,state center credit union,100.0,1905
8156,st marys bank,st marys bank,100.0,5079
8157,dupaco community credit union,dupaco community credit union,100.0,9486
8158,mazuma credit union,mazuma credit union,100.0,14376
8159,psecu pa state employee credit union,state employee credit union,80.2928531152728,4150
8160,greater ia credit union,greater iowa credit union,94.64573392922469,9490
8161,credit union of denver,credit union of denver,100.0,7696
8162,veridian credit union,veridian credit union,100.0,9492
8163,dutrac community credit union,dutrac community credit union,100.0,13250
8164,credit union of co,credit union one,82.5323053539354,9469
8165,community choice credit union,community choice credit union,100.0,12901
8166,universal 1 credit union inc,universal 1 credit union,92.54537128429958,8603
8167,sunwest educational credit union,sunwest educational credit union,100.0,12904
8168,dexter credit union,dexter credit union,100.0,9503
8169,westerra credit union,westerra credit union,100.0,6886
8170,peoples credit union,peoples bank,52.51062374135616,14671
8171,credit union 1,credit union 1,100.0,8611
8172,trumark financial credit union,trumark financial credit union,100.0,12911
8173,wrightpatt credit union inc,wrightpatt credit union,92.23335218947958,5998
8174,secu credit union,secu credit union,100.0,3035
8175,industrial credit union,industrial credit union,100.0,6049
8176,delta community credit union,delta community credit union,100.0,6002
8177,first northern credit union,first northern credit union,100.0,11264
8178,educators credit union,educators credit union,100.0,4174
8179,california coast credit union,california credit union,87.40954513950528,8545
8180,point breeze credit union,point breeze credit union,100.0,4140
8181,greenwood credit union,greenwood credit union,100.0,1944
8182,coventry credit union,coventry credit union,100.0,4142
8183,guardian credit union,guardian credit union,100.0,13269
8184,community first credit union,community first credit union,100.0,8664
8185,pioneer credit union,pioneer credit union,100.0,8630
8186,coastway credit union,coastway credit union,100.0,5118
8187,wescom credit union,wescom credit union,100.0,4148
8188,fox communities credit union,fox communities credit union,100.0,5120
8189,first community credit union,first community credit union,100.0,13283
8190,royal credit union,royal credit union,100.0,8638
8191,day air credit union,day air credit union,100.0,12936
8192,virginia credit union,virginia credit union,100.0,10424
8193,code credit union,code credit union,100.0,14223
8194,numerica credit union,numerica credit union,100.0,11285
8195,hawthorne credit union,hawthorne credit union,100.0,6919
8196,beacon credit union,beacon credit union,100.0,3068
8197,utah central credit union,utah central credit union,100.0,1967
8198,state central credit union,state central credit union,100.0,5134
8199,rhode island credit union,rhode island credit union,100.0,14091
8200,pawtucket credit union,pawtucket credit union,100.0,7747
8201,space coast credit union,space coast credit union,100.0,6036
8202,harborone bank,harborone bank,100.0,9271
8203,communityamerica credit union,communityamerica credit union,100.0,11299
8204,city credit union,city credit union,100.0,8661
8205,vantage credit union,vantage credit union,100.0,1983
