,respondentname,hmda_id,advertiser,advertiser_id,score
411,"BANK OF OKLAHOMA, N.A.",10000-0000013679,,,
413,MIDCITY NATIONAL BANK,10000-0000013684,City National Bank,951,87.98130735
414,HIBERNIA NATIONAL BANK,10000-0000013688,Liberty National Bank,2335,81.78095616
415,GUARANTY NATIONAL BANK,10000-0000013698,Guaranty National Bank/Tlhs,1810,100
416,FIRST NATIONAL BANK OF JOLIET,10000-0000013705,First National Bank Of MI,171409,87.56534996
419,"BANK ONE, INDIANA, NA",10000-0000013759,,,
420,"BANK OF NEW HAMPSHIRE, N.A.",10000-0000013764,,,
421,THE BANK N.A.,10000-0000013770,Bancorp Bank,26351,100
422,EXTRACO BANKS,10000-0000013778,Extraco Bank,55327,94.8894709
423,ALERUS FINANCIAL N.A.,10000-0000013790,,,
424,"FIRST SECURITY BANK OF NM,NA",10000-0000013814,1st Security Bank,44219,86.97454701
425,THE NATIONAL BANK OF FLORIDA,10000-0000013825,,,
427,MILLBURY NATIONAL BANK,10000-0000013835,,,
428,MID AMERICA NATIONAL BANK,10000-0000013838,Mid-America National Bank,37973,87.31696403
429,NATIONAL BANK OF SUSSEX COUNTY,10000-0000013855,National Bank Of DE County,126409,80.08057201
430,COMMUNITY NATIONAL BK OF NW PA,10000-0000013871,Community National Bank,1012,88.57421524
432,NATIONAL EXCHANGE BANK & TRUST,10000-0000013879,National Exchange Bank,185197,87.04375112
433,"BANK ONE, WHEELING-STEUBENVILL",10000-0000013914,,,
435,FNB IN FLEETWOOD,10000-0000013927,,,
436,FIRST LOCKHART NATIONAL BANK,10000-0000013934,First-Lockhart National Bank,65063,97.3855325
437,FIRST NATIONAL BANK OF LAGRANG,10000-0000013941,First National Bank Of AK,46088,82.98697613
438,HERITAGE NATIONAL BANK,10000-0000013973,,,
439,BRIGHT NATIONAL BANK,10000-0000013977,,,
440,OHIO VALLEY NATIONAL BANK,10000-0000013983,,,
441,"WELLS FARGO BANK INDIANA, NA",10000-0000013987,,,
442,COUNTY NATIONAL BANK,10000-0000013998,County National Bank,18332,100
443,CASTLE BANK N.A.,10000-0000014008,,,
444,"STEEL VALLEY BANK, N.A.",10000-0000014011,,,
446,THE NATIONAL BK OF WALTON CTY,10000-0000014046,First Peoples Bank Of Tennessee,75605,81.32070631
447,BELMONT NATIONAL BANK,10000-0000014050,Belmont National Bank,567,100
448,HILLSDALE COUNTY NATIONAL BANK,10000-0000014062,,,
450,SOUTH SIDE NATIONAL BANK,10000-0000014128,,,
451,COMMERCIAL NATIONAL BANK OF PA,10000-0000014133,Commercial Intl Bank,989,84.09384149
452,BROOKVILLE NATIONAL BANK,10000-0000014141,,,
453,FIRST NATIONAL BANK IN HOWELL,10000-0000014144,First National Bank Of MI,171409,82.19406354
455,IONIA COUNTY NATIONAL BANK,10000-0000014187,County National Bank,18332,82.43971462
457,AMARILLO NATIONAL BANK,10000-0000014206,Amarillo National Bank,81717,100
458,"WELLS FARGO BANK TEXAS, NA",10000-0000014208,,,
459,FIRST NATIONAL BANK ROCHELLE,10000-0000014221,First National Bank Of The Rockies,93211,86.12487502
460,THE KNISELY NATIONAL BANK,10000-0000014226,,,
461,NEWFIELD NATIONAL BANK,10000-0000014240,,,
464,PONTIAC NATIONAL BANK,10000-0000014260,,,
465,FIRST NATIONAL BANK IN CARLYLE,10000-0000014268,First National Bank Of MI,171409,81.22344595
466,LORAIN NATIONAL BANK,10000-0000014290,Lorain National Bank,11519,100
467,FIRST NATL. BANK IN NEW BREMEN,10000-0000014294,,,
468,THE GRATZ NATIONAL BANK,10000-0000014301,,,
469,FIRST NAT'L BANK IN STAUNTON,10000-0000014310,,,
470,OAKLEY NATIONAL BANK OF BUFFAL,10000-0000014311,,,
471,SECURITY NATIONAL BANK OF ENID,10000-0000014315,,,
472,"BANK ONE, KENTUCKY, NA",10000-0000014320,,,
474,CORNERSTONE BANK & TRUST N.A.,10000-0000014347,Cornerstone Bank,1043,83.29663738
475,LASALLE BANK NA,10000-0000014362,,,
476,"HARRIS BANK WINNETKA, N.A.",10000-0000014365,,,
477,STILLMAN BANCCORP N.A.,10000-0000014369,,,
478,"BANK CALUMET, NA",10000-0000014379,,,
479,NATIONAL REPUBLIC BANK OF CHIC,10000-0000014399,,,
480,BELVIDERE NATIONAL BANK,10000-0000014402,,,
483,UPTOWN NATIONAL BANK OF CHICAG,10000-0000014430,,,
485,UNIVERSITY NATIONAL BANK,10000-0000014467,,,
486,FIRST SUBURBAN NATIONAL BANK,10000-0000014470,,,
488,PORTAGE NATIONAL BANK,10000-0000014490,,,
489,"HARRIS BANK PALATINE, N.A.",10000-0000014494,,,
490,UNITED NATIONAL BANK & TRUST,10000-0000014501,United National Bank,8755,86.2961676
491,MARQUETTE NATIONAL BANK,10000-0000014504,,,
493,FIRST NATIONAL BANK OF ILLINOI,10000-0000014512,First National Bank Of MI,171409,85.40512134
494,LNB NATIONAL BANK,10000-0000014518,National Bank At Edwardsville,85193,81.78295914
495,FIRST NATIONAL BANK & TRUST,10000-0000014519,First Convenience Bank,27555,89.82055151
496,MERCANTILE NATIONAL BANK OF IN,10000-0000014529,,,
497,CROOKSTON NATIONAL BANK,10000-0000014531,,,
498,FORT SILL NATIONAL BANK,10000-0000014546,,,
499,FOREST PARK NATIONAL BANK & TR,10000-0000014566,Forest Park National Bank,27620,94.22083145
500,"FIRSTMERIT BANK, N.A.",10000-0000014579,,,
501,HARRIS BANK GLENCOE-NORTHBROOK,10000-0000014583,,,
502,1ST NAT'L BANK SHELBY COUNTY,10000-0000014590,,,
503,"CITIZENS BANK-ILLINOIS, N.A.",10000-0000014596,,,
504,WEST GEORGIA NATIONAL BANK,10000-0000014599,,,
505,NATIONAL BANK OF PETERSBURG,10000-0000014607,,,
506,PARK NATIONAL BANK AND TRUST,10000-0000014649,,,
507,NATIONAL BANK OF ALASKA,10000-0000014651,,,
508,FIRST NATIONAL BK MORTON GROVE,10000-0000014662,,,
509,FIRST NATIONAL BANK OF SCOTIA,10000-0000014680,1st National Bank Of Scotia,9103,100
510,ALBANY BANK,10000-0000014688,,,
512,"OMNIBANK, N.A.",10000-0000014703,,,
513,FIRST FARMERS & MERCHANTS NATI,10000-0000014710,First Farmers & Merchants Bank,83596,89.6084129
515,FIRST NATIONAL BANK OF AMERICA,10000-0000014740,First National Bank Of America,93205,100
516,DOWNERS GROVE NATIONAL BANK,10000-0000014748,,,
517,FNB OF LINCOLNWOOD,10000-0000014752,,,
518,THE FISHER NATIONAL BANK,10000-0000014757,First National Bank & Trust Co Of Newtown,1573,83.69771759
519,KEYBANK NATIONAL ASSOCIATION,10000-0000014761,,,
520,FIRST NATIONAL BANK OF CRESTVI,10000-0000014766,First Convenience Bank,27555,82.97865936
522,ELLENVILLE NATIONAL BANK,10000-0000014800,Greenville National Bank,93579,86.97080621
523,EAGLE NATIONAL BANK OF MIAMI,10000-0000014804,,,
524,CITY NATIONAL BANK OF WV,10000-0000014807,City National Bank,951,91.65319748
525,"PLAINSBANK OF ILLINOIS, N.A.",10000-0000014820,,,
526,FIRST NAT'L BANK & TR CO TC,10000-0000014838,,,
527,"FIRST NATIONAL BANK, VALPARAIS",10000-0000014874,First National Bank Of Nevada,45868,80.73358096
528,FIRST NATIONAL BANK OF ALVIN,10000-0000014905,1st National Bank Of Arizona,17262,89.88628914
529,HAWAII NATIONAL BANK,10000-0000014911,Hawaii National Bank,56031,100
531,HARRIS BANK AURORA NA,10000-0000014942,,,
532,SOUTHEAST NATIONAL BANK,10000-0000014945,,,
533,FRANKLIN NATIONAL BANK,10000-0000014949,Lorain National Bank,11519,81.4303163
534,WHITNEY NATIONAL BANK,10000-0000014977,,,
537,FIRST NAT'L BANK OF BROOKFIELD,10000-0000014993,,,
538,FIRST NATL BANK OF SOUTH MIAMI,10000-0000015000,,,
539,CAPSTONE BANK N.A.,10000-0000015022,Capstone Bank,54726,100
540,ADVANTA NATIONAL BANK,10000-0000015033,Atlanta National Bank,181175,89.19510564
541,AMERICAN HERITAGE NATL BANK,10000-0000015037,American Heritage Bank,26125,89.85673581
542,DUPAGE NATIONAL BANK,10000-0000015038,Dupage National Bank,1243,100
543,1ST NATIONAL BANK OF GONZALES,10000-0000015041,1st National Bank Of Arizona,17262,82.90556038
544,"WELLS FARGO BANK WISCONSIN, NA",10000-0000015057,,,
545,PIKES PEAK NATIONAL BANK,10000-0000015058,Pikes Peak National Bank,202046,100
548,LOS ALAMOS NATIONAL BANK,10000-0000015108,Los Alamos National Bank,2379,100
549,FIRST NATIONAL BANK BELLAIRE,10000-0000015144,First National Bank & Trust Co Of Newtown,1573,80.51369194
550,FIRST NATIONAL BANK OF MT,10000-0000015150,First National Bank Of MI,171409,96.03403163
551,EXCHANGE NATIONAL BANK,10000-0000015152,,,
552,AMERICAN STERLING BANK,10000-0000015169,American Sterling Bank,248,100
553,COLORADO SPRINGS NATIONAL BK,10000-0000015170,,,
554,FIRST NATL. BANK LAKE JACKSON,10000-0000015171,,,
555,"BANK ONE, COLORADO, NA",10000-0000015184,,,
556,"SURETY BANK, N. A.",10000-0000015187,,,
557,KISLAK NATIONAL BANK,10000-0000015190,,,
558,FIRST NATIONAL BANK WINNEBAGO,10000-0000015225,First National Bank Of Nevada,45868,83.7027975
559,COMMERCIAL NATIONAL BANK,10000-0000015257,Commercial Intl Bank,989,89.64157656
560,THE INTERNATIONAL BK OF MIAMI,10000-0000015268,Bank Of Miami,74890,100
561,INWOOD NATIONAL BANK,10000-0000015292,Moody Bank,66363,81.70414171
563,MONTGOMERY FIRST NATIONAL BANK,10000-0000015302,,,
564,FIRST NATL BANK OF THE LAKES,10000-0000015309,,,
565,HARFORD NATIONAL BANK,10000-0000015314,Bradford National Bank,17899,86.27066982
566,INTERCONTINENTAL NATIONAL BANK,10000-0000015319,,,
567,WESTERN SPRINGS NATIONAL BANK,10000-0000015346,Western National Bank,17172,81.87144915
568,HILLTOP NATIONAL BANK,10000-0000015359,,,
570,SECURITY NATIONAL BANK OF OMAH,10000-0000015379,,,
571,WESTERN NATIONAL BANK OF CO,10000-0000015383,Western National Bank,17172,85.1298523
572,"FIRST NATIONAL BANK, SALLISAW",10000-0000015429,1st National Bank Of Arizona,17262,80.78711062
573,AMERICAN NATIONAL BANK,10000-0000015435,American National Bank,244,100
574,SEAWAY NATIONAL BANK,10000-0000015459,Seaway National Bank,8282,100
575,BAYSHORE NATIONAL BANK,10000-0000015468,,,
576,FIRST NAT'L BANK OF ESTES PARK,10000-0000015472,,,
577,PINE BLUFF NATIONAL BANK,10000-0000015482,,,
578,GATEWAY NATIONAL BANK,10000-0000015521,,,
579,FIRST NAT. BANK OF CENTRAL AL.,10000-0000015535,First National Bank Of Central AL,136071,89.62344471
580,CONSUMERS NATIONAL BANK,10000-0000015543,,,
581,"WELLS FARGO BANK MONTANA, NA",10000-0000015564,,,
582,FIRST NATIONAL BANK OF GRIFFIN,10000-0000015572,First National Bank Of MI,171409,85.42587317
583,STEARNS BANK,10000-0000015576,,,
584,AIR ACADEMY NATIONAL BANK,10000-0000015592,,,
585,HOMETOWN BANK N.A.,10000-0000015593,Hometown Bank,1948,100
586,FORT HOOD NATIONAL BANK,10000-0000015606,,,
587,FIDELITY NATIONAL BANK,10000-0000015608,Liberty National Bank,2335,81.73714761
588,PARISH NATIONAL BANK,10000-0000015642,Parish National Bank,7872,100
589,MARINE NATIONAL BANK,10000-0000015653,Mars National Bank,2504,86.8777119
590,ANCHOR BANK NA,10000-0000015659,AnchorBank,35271,92.68971271
591,HIAWATHA NATIONAL BANK,10000-0000015698,Hawaii National Bank,56031,84.21613632
592,"WELLS FARGO BANK ARIZONA, NA",10000-0000015715,,,
593,SPRAGUE NATIONAL BANK,10000-0000015718,,,
594,PENNSVILLE NATIONAL BANK,10000-0000015733,Pennsville National Bank,42990,100
595,TRI CITY NATIONAL BANK,10000-0000015738,City National Bank,951,85.68253818
596,EASTERN NATIONAL BANK,10000-0000015748,Eastern National Bank,1292,86.8887892
597,NATIONAL BANK OF SALLISAW,10000-0000015750,,,
598,1ST NATIONAL BANK OF MCHENRY,10000-0000015765,First National Bank Of MI,171409,86.12036676
599,VALLEY NATIONAL BANK,10000-0000015790,Valley National Loans,100192,88.66970789
600,FIRST INDEPENDENCE NAT'L BANK,10000-0000015801,1st Independence Bank,44215,90.18347869
601,"AMERICAN BANK, NA",10000-0000015820,American Bank,205,100
602,METROPOLITAN NATIONAL BANK,10000-0000015836,,,
603,"HARRIS BANK ELK GROVE, N.A.",10000-0000015916,,,
604,BROOKHOLLOW NATIONAL BANK,10000-0000015929,,,
605,EXECUTIVE NATIONAL BANK,10000-0000015974,Executive National Bank,1348,92.0645913
606,CITY NATIONAL BANK OF FLORIDA,10000-0000015977,City National Bank,951,82.77091532
607,TOWN NORTH NATIONAL BANK,10000-0000015980,,,
608,NUECES NATIONAL BANK,10000-0000016063,,,
610,SUCCESS NATIONAL BANK,10000-0000016101,,,
611,PALM BEACH NAT'L BANK & TRUST,10000-0000016116,,,
612,"NBC BANK-LAREDO, N.A.",10000-0000016127,,,
613,CITY NATIONAL BANK OF NJ,10000-0000016142,City National Bank,951,92.10604164
614,EISENHOWER NATIONAL BANK,10000-0000016144,,,
615,DELTA NATIONAL BANK,10000-0000016154,EH National Bank,170889,80.65028828
616,"HARRIS BANK WILMETTE, N.A.",10000-0000016176,,,
617,AMERICAN NATL BANK OF DEKALB C,10000-0000016199,,,
618,THE NATIONAL BANK OF TEXAS AT,10000-0000016226,National Bank/TX,47430,84.51571486
619,LOS ANGELES NATIONAL BANK,10000-0000016240,Los Alamos National Bank,2379,83.14472763
623,CONTINENTAL NATIONAL BANK,10000-0000016325,Central National Bank,871,82.42988356
624,LAKESIDE NATIONAL BANK,10000-0000016357,,,
625,"STATE NATIONAL BANK, EL PASO,",10000-0000016369,,,
626,CANON NATIONAL BANK,10000-0000016392,Canon National Bank,91939,100
627,MELLON UNITED NATIONAL BANK,10000-0000016401,,,
628,"QUAIL CREEK BANK, N.A.",10000-0000016405,Quail Creek Bank,61724,100
630,FAR EAST NATIONAL BANK,10000-0000016407,Far East National Bank,10555,100
631,SUMMIT NATIONAL BANK,10000-0000016422,,,
632,FIRST NATIONAL BANK USA,10000-0000016473,First National Bank & Trust Co Of Newtown,1573,90.44218299
634,COMMONWEALTH NATIONAL BANK,10000-0000016553,Community Trust Bank,999,80.35124995
635,"UNITED NATIONAL BANK, FAYETTEV",10000-0000016560,United National Bank,8755,81.38120721
636,COLUMBIA NATIONAL BANK,10000-0000016593,,,
637,FIRST NATIONAL BANK OF MARENGO,10000-0000016601,First National Bank Of Marin,1578,92.70144102
640,ANAHUAC NATIONAL BANK,10000-0000016625,,,
642,"BANKCHAMPAIGN, N.A.",10000-0000016643,Mechavest,181458,100
644,MICHIGAN NATIONAL BANK,10000-0000016660,,,
645,SOUTH TEXAS NATIONAL BANK,10000-0000016686,Texas National Bank,8554,81.27806429
646,WHEELING NATIONAL BANK,10000-0000016696,,,
647,WORTH NATIONAL BANK,10000-0000016718,,,
648,ADAMS NATIONAL BANK,10000-0000016720,,,
649,COLORADO BUSINESS BANK,10000-0000016723,First Capital Bank,974,87.88339644
650,LUBBOCK NATIONAL BANK,10000-0000016752,Lubbock National Bank,160987,100
651,HEMISPHERE NATIONAL BANK,10000-0000016776,Empire National Bank,73799,82.03098383
652,"COMMERCEBANK, N.A.",10000-0000016804,Commerce Bank,983,83.35727303
653,FIRST NATIONAL BANK OF S.B.,10000-0000016809,First National Bank & Trust Co Of Newtown,1573,92.30070292
654,OMNI BANK,10000-0000016840,Omni Bank,12004,100
655,"SECURITY BANK, N.A.",10000-0000016870,,,
656,CHARTER NATIONAL BANK & TRUST,10000-0000016880,,,
658,WOODFOREST NATIONAL BANK,10000-0000016892,,,
660,PACIFIC WESTERN NATIONAL BANK,10000-0000016912,,,
662,NATIONAL BANK OF ARKANSAS,10000-0000016941,,,
663,EVERGREEN NATIONAL BANK,10000-0000017000,,,
664,FIRST NATIONAL BANK BURLESON,10000-0000017001,First National Bank Of Burleson,103097,100
665,"HOUSTON COMMUNITY BANK, N.A.",10000-0000017020,Morton Community Bank,94821,84.8096733
666,GREAT SOUTHERN NATIONAL BANK,10000-0000017038,First Southern National Bank,1602,85.48561562
668,FIRST FIDELITY BANK,10000-0000017045,First Fidelity,1547,100
669,METRO BANK,10000-0000017076,,,
670,VINEYARD NATIONAL BANK,10000-0000017089,,,
672,BC NATIONAL BANKS,10000-0000017100,EH National Bank,170889,80.94837309
673,LOST PINES NATIONAL BANK,10000-0000017111,,,
674,SAN DIEGO NATIONAL BANK,10000-0000017114,,,
675,PALM DESERT NATIONAL BANK,10000-0000017121,,,
680,MISSION NATIONAL BANK,10000-0000017176,,,
681,NEW YORK NATIONAL BANK,10000-0000017197,,,
682,NORTH STATE NATIONAL BANK,10000-0000017216,Northern National Bank,85332,81.07307445
683,MERCANTILE NATIONAL BANK,10000-0000017220,Merchants National Bank,66264,86.69949914
684,FIRST NATIONAL BANK OF C.S.,10000-0000017226,First National Bank & Trust Co Of Newtown,1573,92.06541471
685,CENTRAL VALLEY BANK,10000-0000017257,,,
686,CENTURY NATIONAL BANK,10000-0000017278,Center National Bank,182032,90.87004755
687,GLADEWATER NATIONAL BANK,10000-0000017290,,,
688,FIRST AMERICAN BANK,10000-0000017292,First America Bank,124406,96.54253311
690,FIRST PROFESSIONAL BANK,10000-0000017423,,,
691,ATASCOSA NATIONAL BANK,10000-0000017434,,,
692,RIVERSIDE NATIONAL BANK OF FL,10000-0000017437,,,
694,ROSEMOUNT NATIONAL BANK,10000-0000017462,,,
695,"SOUTHWEST BANK OF TEXAS, N.A.",10000-0000017479,Southwest Bank,8357,81.9494364
696,NORTHERN TRUST BANK OF FL N.A.,10000-0000017487,,,
697,CAPITOL NATIONAL BANK,10000-0000017525,City National Bank,951,83.04293034
698,LIBERTY NATIONAL BANK,10000-0000017553,Liberty National Bank,2335,100
699,FIRST NATIONAL BANK OF YUMA,10000-0000017555,First National Bank Of MI,171409,88.59341716
700,TAFT NATIONAL BANK,10000-0000017577,,,
703,FIRST NATIONAL BANK OF ROLAND,10000-0000017596,First National Bank Of Nevada,45868,88.00619053
704,LONE STAR NATIONAL BANK,10000-0000017611,,,
705,STATE NATIONAL BANK OF WEST TE,10000-0000017614,,,
706,"FIRST COMMUNITY BANK, N.A.",10000-0000017619,Start Community Bank,109934,80.56741198
707,WESTERN AMERICAN NATIONAL BANK,10000-0000017620,Western National Bank,17172,81.86839946
708,MELLON BANK (DE),10000-0000017629,,,
710,GRAND NATIONAL BANK,10000-0000017683,Midland National Bank,2590,80.63189761
711,WHISPERWOOD NATIONAL BANK,10000-0000017689,,,
712,FIRST COMMUNITY NATIONAL BANK,10000-0000017694,Community National Bank,1012,83.62790437
713,FIRST NATIONAL BANK OF BULLARD,10000-0000017710,First National Bank & Trust Co Of Newtown,1573,82.46254304
714,"BERNVILLE BANK, N.A.",10000-0000017721,,,
715,"FIRST CHARTER BANK, N.A.",10000-0000017731,,,
716,NORTHERN TRUST BANK OF CALIFOR,10000-0000017751,,,
717,ASIAN AMERICAN NATIONAL BANK,10000-0000017772,American National Bank,244,84.28805883
719,WOODHAVEN NATIONAL BANK,10000-0000017816,Mansfield Community Bank,9057,100
720,CROCKETT NATIONAL BANK,10000-0000017828,Crockett National Bank,64374,100
722,BANK OF LODI,10000-0000017868,Bank Of Lodi,521,100
723,INDEPENDENT NATIONAL BANK,10000-0000017911,Independent National Bank,2025,100
724,"TRIAD BANK, N.A.",10000-0000017926,Triad Bank,8602,100
725,FIRST LOUISIANA NATIONAL BANK,10000-0000017927,,,
726,NORTHERN TRUST BANK OF ARIZONA,10000-0000017949,,,
727,CITIZENS NATIONAL BANK OF TX,10000-0000017954,Citizens National Bank Of Tennessee,35773,96.7709392
728,PANOLA NATIONAL BANK,10000-0000017967,,,
729,WESTERN SIERRA BANK,10000-0000018029,,,
730,"THE HOWARD BANK, N.A.",10000-0000018049,,,
732,GRAND VALLEY NATIONAL BANK,10000-0000018058,Lebanon Valley National Bank,2305,82.54709691
733,FIRST NATIONAL BANK OF S.P. I.,10000-0000018063,First National Bank Of MI,171409,91.48274043
734,MCALLEN NATIONAL BANK,10000-0000018068,Canon National Bank,91939,80.35792548
735,"INDEPENDENCE BANK, N.A.",10000-0000018076,Independent Bank,2022,90.47381424
736,NATIONAL AMERICAN BANK,10000-0000018095,,,
738,ABRAMS CENTRE NATIONAL BANK,10000-0000018120,,,
739,FIRST NATIONAL BANK OF SACHSE,10000-0000018125,First National Bank Of AK,46088,83.92024654
740,"TEXAS PREMIER BANK, N.A.",10000-0000018148,,,
741,PACIFIC CENTURY BANK,10000-0000018152,,,
742,FIRST NATIONAL BANK OF BENTON,10000-0000018162,First National Bank Of Nevada,45868,85.50983151
743,FNB OF CENTRAL CALIFORNIA,10000-0000018182,,,
744,SUMMIT COMMUNITY BANK NA,10000-0000018188,,,
745,FIRST NATIONAL BANK NW FLORIDA,10000-0000018214,First National Bank Of MI,171409,82.21578597
746,FIRST NATIONAL BANK OF FLORIDA,10000-0000018236,First National Bank Of MI,171409,86.13067057
747,INLAND EMPIRE NATIONAL BANK,10000-0000018242,Empire National Bank,73799,80.0510516
749,"HERITAGE BANK, N.A.",10000-0000018269,Heritage Bank,1912,100
750,COMMUNITY NATIONAL BANK AT BAR,10000-0000018270,Community National Bank,1012,86.92435463
751,"COMMERCE BANK, PA",10000-0000018273,Commerce Bank,983,89.12695526
752,WEATHERFORD NATIONAL BANK,10000-0000018280,,,
753,"INTERCREDIT BANK, N.A.",10000-0000018283,,,
754,TEXAS COMMUNITY BANK AND TRUST,10000-0000018302,,,
756,"BANK OF TEXAS, N.A.",10000-0000018307,,,
757,"CAMINOREAL BANK, NA",10000-0000018350,,,
759,TRANS PACIFIC NATIONAL BANK,10000-0000018358,Pacific National Bank,70456,82.79429406
761,NORTHWEST NATIONAL BANK OF ARL,10000-0000018380,,,
763,"TEXAS GUARANTY BANK, N.A.",10000-0000018421,,,
764,TULSA NATIONAL BANK,10000-0000018427,,,
766,"EASTBANK, N.A.",10000-0000018431,,,
767,"ASIA BANK, N.A.",10000-0000018432,,,
768,GARDNER NATIONAL BANK,10000-0000018435,,,
769,FOUNDERS NATIONAL BANK,10000-0000018468,Farmers & Mechanics National Bank,1446,80.27288786
770,SOUTHERN NATIONAL BANK OF TEXA,10000-0000018475,Northern National Bank,85332,81.18843824
771,NATIONAL BANK OF ANDOVER,10000-0000018478,,,
773,INTER NATIONAL BANK,10000-0000018480,Center National Bank,182032,88.94221981
774,MIDSOUTH NATIONAL BANK,10000-0000018484,,,
775,NATIONAL BANK OF THE REDWOODS,10000-0000018541,,,
776,SONOMA NATIONAL BANK,10000-0000018542,Ozona National Bank,47652,85.61632908
777,TRI STAR NATIONAL BANK,10000-0000018545,,,
778,TEXAS NATIONAL BANK,10000-0000018551,Texas National Bank,8554,100
779,FIRST EAGLE NATIONAL BANK,10000-0000018553,First National Bank & Trust Co Of Newtown,1573,82.28527778
